,BEGIN,END,PERIOD_EUR,SITE,fact,KWH,Consum_moy
25517,2020-01-09,2020-09-30,"190,58",0409BB,265,1324,4.996226415094339
25518,2020-01-10,2020-10-31,"189,12",0409BB,295,1317,4.464406779661017
25519,2020-01-11,2020-11-30,"173,08",0409BB,324,1249,3.8549382716049383
25520,2018-01-01,2018-01-31,"84,76",0409BR,30,75,2.5
25521,2018-01-02,2018-02-28,"77,47",0409BR,57,69,1.2105263157894737
25522,2018-01-03,2018-03-31,"84,97",0409BR,87,77,0.8850574712643678
25523,2018-01-04,2018-04-30,"83,22",0409BR,116,62,0.5344827586206896
25524,2018-01-05,2018-05-31,"86,37",0409BR,146,71,0.4863013698630137
25525,2018-01-06,2018-06-30,"91,81",0409BR,175,79,0.4514285714285714
25526,2018-01-07,2018-07-31,"97,09",0409BR,205,89,0.43414634146341463
25527,2018-01-08,2018-08-31,"100,53",0409BR,235,85,0.3617021276595745
25528,2018-01-09,2018-09-30,"85,02",0409BR,264,74,0.2803030303030303
25529,2018-01-10,2018-10-31,"87,52",0409BR,294,76,0.2585034013605442
25530,2018-01-11,2018-11-30,"122,30",0409BR,323,1057,3.2724458204334366
25531,2018-01-12,2018-12-31,"169,76",0409BR,353,1519,4.303116147308782
25532,2019-01-01,2019-01-31,"172,29",0409BR,30,1587,52.9
25533,2019-01-02,2019-02-28,"134,80",0409BR,57,1208,21.19298245614035
25534,2019-01-03,2019-03-31,"148,13",0409BR,87,1334,15.333333333333334
25535,2019-01-04,2019-04-30,"144,49",0409BR,116,1300,11.206896551724139
25536,2019-01-05,2019-05-31,"150,99",0409BR,146,1362,9.32876712328767
25537,2019-01-06,2019-06-30,"126,98",0409BR,175,1134,6.48
25538,2019-01-07,2019-07-31,"125,23",0409BR,205,1115,5.439024390243903
25539,2019-01-08,2019-08-31,"125,10",0409BR,235,1114,4.740425531914894
25540,2019-01-09,2019-09-30,"116,19",0409BR,264,1026,3.8863636363636362
25541,2019-01-10,2019-10-31,"118,25",0409BR,294,1044,3.5510204081632653
25542,2019-01-11,2019-11-30,"114,12",0409BR,323,1005,3.111455108359133
25543,2019-01-12,2019-12-31,"117,69",0409BR,353,1038,2.9405099150141645
25544,2020-01-01,2020-01-31,"138,61",0409BR,30,1035,34.5
25545,2020-01-02,2020-02-29,"129,90",0409BR,58,97,1.6724137931034482
25546,2020-01-03,2020-03-31,"140,28",0409BR,88,1054,11.977272727272727
25547,2020-01-04,2020-04-30,"137,87",0409BR,117,1035,8.846153846153847
25548,2020-01-05,2020-05-31,"141,61",0409BR,147,1064,7.238095238095238
25549,2020-01-06,2020-06-30,"140,33",0409BR,176,1056,6.0
25550,2020-01-07,2020-07-31,"145,13",0409BR,206,1094,5.310679611650485
25551,2020-01-08,2020-08-31,"143,26",0409BR,236,1078,4.567796610169491
25552,2020-01-09,2020-09-30,"137,26",0409BR,265,1030,3.8867924528301887
25553,2020-01-10,2020-10-31,"142,60",0409BR,295,1072,3.6338983050847458
25554,2020-01-11,2020-11-30,"131,36",0409BR,324,1035,3.1944444444444446
25555,2018-01-01,2018-12-31,"1 645,19",0410BB,364,0,0.0
25556,2019-01-01,2019-12-31,"1 439,11",0410BB,364,9383,25.77747252747253
25557,2018-01-01,2018-12-31,"2 746,47",0410BR,364,0,0.0
25558,2019-01-01,2019-12-31,"2 652,63",0410BR,364,0,0.0
25559,2020-01-01,2020-09-06,"1 518,93",0410BR,249,0,0.0
25560,2018-01-01,2018-01-31,"239,51",0411BB,30,1826,60.86666666666667
25561,2018-01-02,2018-02-28,"220,22",0411BB,57,1672,29.333333333333332
25562,2018-01-03,2018-03-31,"238,42",0411BB,87,1817,20.885057471264368
25563,2018-01-04,2018-04-30,"229,26",0411BB,116,1742,15.017241379310345
25564,2018-01-05,2018-05-31,"239,76",0411BB,146,1825,12.5
25565,2018-01-06,2018-06-30,"237,89",0411BB,175,1812,10.354285714285714
25566,2018-01-07,2018-07-31,"281,03",0411BB,205,2151,10.492682926829268
25567,2018-01-08,2018-08-31,"375,87",0411BB,235,2909,12.37872340425532
25568,2018-01-09,2018-09-30,"357,69",0411BB,264,2748,10.409090909090908
25569,2018-01-10,2018-10-31,"362,01",0411BB,294,2786,9.476190476190476
25570,2018-01-11,2018-11-30,"358,83",0411BB,323,2759,8.541795665634675
25571,2018-01-12,2018-12-31,"393,74",0411BB,353,3037,8.603399433427763
25572,2019-01-01,2019-01-31,"385,62",0411BB,30,3119,103.96666666666667
25573,2019-01-02,2019-02-28,"330,40",0411BB,57,2659,46.64912280701754
25574,2019-01-03,2019-03-31,"346,58",0411BB,87,2791,32.08045977011494
25575,2019-01-04,2019-04-30,"334,48",0411BB,116,2692,23.20689655172414
25576,2019-01-05,2019-05-31,"346,16",0411BB,146,2789,19.102739726027398
25577,2019-01-06,2019-06-30,"347,93",0411BB,175,2800,16.0
25578,2019-01-07,2019-07-31,"360,20",0411BB,205,2903,14.160975609756097
25579,2019-01-08,2019-08-31,"349,71",0411BB,235,2841,12.08936170212766
25580,2019-01-09,2019-09-30,"336,22",0411BB,264,2709,10.261363636363637
25581,2019-01-10,2019-10-31,"344,60",0411BB,294,2777,9.445578231292517
25582,2019-01-11,2019-11-30,"330,77",0411BB,323,2664,8.24767801857585
25583,2019-01-12,2019-12-31,"359,88",0411BB,353,2905,8.229461756373938
25584,2020-01-01,2020-01-31,"470,27",0411BB,30,2950,98.33333333333333
25585,2020-01-02,2020-02-29,"420,16",0411BB,58,2611,45.01724137931034
25586,2020-01-03,2020-03-31,"445,69",0411BB,88,2775,31.53409090909091
25587,2020-01-04,2020-04-30,"433,73",0411BB,117,2705,23.11965811965812
25588,2020-01-05,2020-05-31,"447,82",0411BB,147,2794,19.006802721088434
25589,2020-01-06,2020-06-30,"417,80",0411BB,176,2620,14.886363636363637
25590,2020-01-07,2020-07-31,"432,03",0411BB,206,2725,13.228155339805825
25591,2020-01-08,2020-08-31,"455,56",0411BB,236,2904,12.305084745762711
25592,2020-01-09,2020-09-30,"431,44",0411BB,265,2751,10.381132075471697
25593,2020-01-10,2020-10-31,"443,84",0411BB,295,2825,9.576271186440678
25594,2020-01-11,2020-11-30,"381,66",0411BB,324,2764,8.530864197530864
25595,2018-01-01,2018-12-31,"1 614,88",0411BR,364,0,0.0
25596,2019-01-01,2019-12-31,"2 324,18",0411BR,364,0,0.0
25597,2018-01-01,2018-12-31,"1 077,13",0412BR,364,8408,23.0989010989011
25598,2019-01-01,2019-06-06,"469,12",0412BR,156,3740,23.974358974358974
25599,2019-07-06,2019-12-31,"793,40",0412BR,178,6647,37.342696629213485
25600,2020-01-01,2020-06-14,"703,34",0412BR,165,5012,30.375757575757575
25601,2018-01-01,2018-01-31,"97,96",0413BB,30,81,2.7
25602,2018-01-02,2018-02-28,"91,96",0413BB,57,80,1.4035087719298245
25603,2018-01-03,2018-03-31,"98,55",0413BB,87,88,1.0114942528735633
25604,2018-01-04,2018-04-30,"97,57",0413BB,116,86,0.7413793103448276
25605,2018-01-05,2018-05-31,"101,05",0413BB,146,97,0.6643835616438356
25606,2018-01-06,2018-06-30,"99,53",0413BB,175,89,0.5085714285714286
25607,2018-01-07,2018-07-31,"102,91",0413BB,205,98,0.47804878048780486
25608,2018-01-08,2018-08-31,"104,72",0413BB,235,99,0.42127659574468085
25609,2018-01-09,2018-09-30,"99,35",0413BB,264,88,0.3333333333333333
25610,2018-01-10,2018-10-31,"100,77",0413BB,294,85,0.2891156462585034
25611,2018-01-11,2018-11-30,"97,61",0413BB,323,88,0.2724458204334365
25612,2018-01-12,2018-12-31,"99,39",0413BB,353,89,0.2521246458923513
25613,2019-01-01,2019-01-31,"99,37",0413BB,30,85,2.8333333333333335
25614,2019-01-02,2019-02-28,"92,20",0413BB,57,77,1.3508771929824561
25615,2019-01-03,2019-03-31,"98,90",0413BB,87,89,1.0229885057471264
25616,2019-01-04,2019-04-30,"97,18",0413BB,116,88,0.7586206896551724
25617,2019-01-05,2019-05-31,"99,72",0413BB,146,89,0.6095890410958904
25618,2019-01-06,2019-06-30,"100,13",0413BB,175,83,0.4742857142857143
25619,2019-01-07,2019-07-31,"102,36",0413BB,205,91,0.44390243902439025
25620,2019-01-08,2019-08-31,"102,53",0413BB,235,93,0.39574468085106385
25621,2019-01-09,2019-09-30,"100,61",0413BB,264,90,0.3409090909090909
25622,2019-01-10,2019-10-31,"111,11",0413BB,294,1029,3.5
25623,2019-01-11,2019-11-30,"106,78",0413BB,323,96,0.29721362229102166
25624,2019-01-12,2019-12-31,"104,42",0413BB,353,97,0.2747875354107649
25625,2020-01-01,2020-01-31,"125,76",0413BB,30,90,3.0
25626,2020-01-02,2020-02-29,"119,69",0413BB,58,81,1.396551724137931
25627,2020-01-03,2020-03-31,"126,71",0413BB,88,99,1.125
25628,2020-01-04,2020-04-30,"123,53",0413BB,117,92,0.7863247863247863
25629,2020-01-05,2020-05-31,"126,53",0413BB,147,91,0.6190476190476191
25630,2020-01-06,2020-06-30,"124,78",0413BB,176,94,0.5340909090909091
25631,2020-01-07,2020-07-31,"129,22",0413BB,206,97,0.470873786407767
25632,2020-01-08,2020-08-31,"131,01",0413BB,236,1004,4.254237288135593
25633,2020-01-09,2020-09-30,"126,81",0413BB,265,93,0.35094339622641507
25634,2020-01-10,2020-10-31,"126,08",0413BB,295,97,0.3288135593220339
25635,2020-01-11,2020-11-30,"94,47",0413BB,324,94,0.29012345679012347
25636,2018-01-01,2018-12-31,"1 764,76",0413BR,364,0,0.0
25637,2019-01-01,2019-12-31,"1 697,24",0413BR,364,0,0.0
25638,2018-01-01,2018-12-31,"1 369,40",0414BB,364,8788,24.142857142857142
25639,2019-01-01,2019-01-31,"116,84",0414BB,30,72,2.4
25640,2019-01-02,2019-02-28,"94,70",0414BB,57,63,1.105263157894737
25641,2019-01-03,2019-03-31,"105,94",0414BB,87,74,0.8505747126436781
25642,2019-01-04,2019-04-30,"101,87",0414BB,116,72,0.6206896551724138
25643,2019-01-05,2019-05-31,"105,17",0414BB,146,70,0.4794520547945205
25644,2019-01-06,2019-06-30,"109,42",0414BB,175,88,0.5028571428571429
25645,2019-01-07,2019-07-31,"111,22",0414BB,205,84,0.4097560975609756
25646,2019-01-08,2019-08-31,"113,43",0414BB,235,81,0.3446808510638298
25647,2019-01-09,2019-09-30,"103,69",0414BB,264,71,0.2689393939393939
25648,2019-01-10,2019-10-31,"105,96",0414BB,294,76,0.2585034013605442
25649,2019-01-11,2019-11-30,"101,88",0414BB,323,73,0.2260061919504644
25650,2019-01-12,2019-12-31,"103,89",0414BB,353,70,0.19830028328611898
25651,2020-01-01,2020-01-31,"118,12",0414BB,30,76,2.533333333333333
25652,2020-01-02,2020-02-29,"111,91",0414BB,58,71,1.2241379310344827
25653,2020-01-03,2020-03-31,"119,59",0414BB,88,76,0.8636363636363636
25654,2020-01-04,2020-04-30,"117,50",0414BB,117,72,0.6153846153846154
25655,2020-01-05,2020-05-31,"121,31",0414BB,147,70,0.47619047619047616
25656,2020-01-06,2020-06-30,"128,70",0414BB,176,85,0.48295454545454547
25657,2020-01-07,2020-07-31,"137,49",0414BB,206,94,0.4563106796116505
25658,2020-01-08,2020-08-31,"139,99",0414BB,236,90,0.3813559322033898
25659,2020-01-09,2020-09-30,"130,19",0414BB,265,83,0.3132075471698113
25660,2020-01-10,2020-10-31,"131,27",0414BB,295,84,0.2847457627118644
25661,2020-01-11,2020-11-30,"114,45",0414BB,324,80,0.24691358024691357
25662,2018-01-01,2018-12-31,"1 332,44",0414BR,364,0,0.0
25663,2019-01-01,2019-12-31,"1 301,34",0414BR,364,0,0.0
25664,2020-01-01,2020-09-06,"640,77",0414BR,249,4523,18.164658634538153
25665,2018-01-01,2018-01-31,"102,61",0415BB,30,96,3.2
25666,2018-01-02,2018-02-28,"96,10",0415BB,57,89,1.5614035087719298
25667,2018-01-03,2018-03-31,"102,85",0415BB,87,99,1.1379310344827587
25668,2018-01-04,2018-04-30,"101,03",0415BB,116,97,0.8362068965517241
25669,2018-01-05,2018-05-31,"104,34",0415BB,146,96,0.6575342465753424
25670,2018-01-06,2018-06-30,"102,51",0415BB,175,94,0.5371428571428571
25671,2018-01-07,2018-07-31,"106,39",0415BB,205,99,0.48292682926829267
25672,2018-01-08,2018-08-31,"108,29",0415BB,235,91,0.3872340425531915
25673,2018-01-09,2018-09-30,"102,52",0415BB,264,95,0.35984848484848486
25674,2018-01-10,2018-10-31,"104,01",0415BB,294,93,0.3163265306122449
25675,2018-01-11,2018-11-30,"101,02",0415BB,323,88,0.2724458204334365
25676,2018-01-12,2018-12-31,"103,06",0415BB,353,92,0.26062322946175637
25677,2019-01-01,2019-01-31,"103,28",0415BB,30,93,3.1
25678,2019-01-02,2019-02-28,"95,06",0415BB,57,82,1.4385964912280702
25679,2019-01-03,2019-03-31,"102,24",0415BB,87,90,1.0344827586206897
25680,2019-01-04,2019-04-30,"100,21",0415BB,116,85,0.7327586206896551
25681,2019-01-05,2019-05-31,"102,89",0415BB,146,98,0.6712328767123288
25682,2019-01-06,2019-06-30,"104,54",0415BB,175,97,0.5542857142857143
25683,2019-01-07,2019-07-31,"105,98",0415BB,205,95,0.4634146341463415
25684,2019-01-08,2019-08-31,"106,98",0415BB,235,97,0.4127659574468085
25685,2019-01-09,2019-09-30,"121,83",0415BB,264,1160,4.393939393939394
25686,2019-01-10,2019-10-31,"137,24",0415BB,294,1349,4.58843537414966
25687,2019-01-11,2019-11-30,"133,48",0415BB,323,1303,4.03405572755418
25688,2019-01-12,2019-12-31,"137,97",0415BB,353,1358,3.8470254957507084
25689,2020-01-01,2020-01-31,"168,26",0415BB,30,1364,45.46666666666667
25690,2020-01-02,2020-02-29,"159,37",0415BB,58,1277,22.017241379310345
25691,2020-01-03,2020-03-31,"167,91",0415BB,88,1360,15.454545454545455
25692,2020-01-04,2020-04-30,"163,88",0415BB,117,1326,11.333333333333334
25693,2020-01-05,2020-05-31,"168,38",0415BB,147,1370,9.319727891156463
25694,2020-01-06,2020-06-30,"165,84",0415BB,176,1345,7.642045454545454
25695,2020-01-07,2020-07-31,"174,02",0415BB,206,1424,6.912621359223301
25696,2020-01-08,2020-08-31,"176,21",0415BB,236,1445,6.122881355932203
25697,2020-01-09,2020-09-30,"165,75",0415BB,265,1344,5.071698113207547
25698,2020-01-10,2020-10-31,"168,17",0415BB,295,1368,4.63728813559322
25699,2020-01-11,2020-11-30,"135,33",0415BB,324,1323,4.083333333333333
25700,2018-01-01,2018-01-31,"214,20",0415BR,30,1876,62.53333333333333
25701,2018-01-02,2018-02-28,"197,65",0415BR,57,1727,30.29824561403509
25702,2018-01-03,2018-03-31,"214,43",0415BR,87,1877,21.57471264367816
25703,2018-01-04,2018-04-30,"206,46",0415BR,116,1803,15.543103448275861
25704,2018-01-05,2018-05-31,"215,49",0415BR,146,1896,12.986301369863014
25705,2018-01-06,2018-06-30,"210,83",0415BR,175,1852,10.582857142857144
25706,2018-01-07,2018-07-31,"220,26",0415BR,205,1941,9.46829268292683
25707,2018-01-08,2018-08-31,"222,35",0415BR,235,1965,8.361702127659575
25708,2018-01-09,2018-09-30,"210,17",0415BR,264,1826,6.916666666666667
25709,2018-01-10,2018-10-31,"213,36",0415BR,294,1849,6.289115646258503
25710,2018-01-11,2018-11-30,"206,81",0415BR,323,1793,5.5510835913312695
25711,2018-01-12,2018-12-31,"214,30",0415BR,353,1862,5.2747875354107645
25712,2019-01-01,2019-01-31,"211,56",0415BR,30,1883,62.766666666666666
25713,2019-01-02,2019-02-28,"189,90",0415BR,57,1680,29.473684210526315
25714,2019-01-03,2019-03-31,"207,02",0415BR,87,1837,21.114942528735632
25715,2019-01-04,2019-04-30,"200,46",0415BR,116,1776,15.310344827586206
25716,2019-01-05,2019-05-31,"207,56",0415BR,146,1842,12.616438356164384
25717,2019-01-06,2019-06-30,"211,77",0415BR,175,1904,10.88
25718,2019-01-07,2019-07-31,"217,67",0415BR,205,1958,9.551219512195122
25719,2019-01-08,2019-08-31,"224,03",0415BR,235,2043,8.693617021276596
25720,2019-01-09,2019-09-30,"204,81",0415BR,264,1828,6.924242424242424
25721,2019-01-10,2019-10-31,"207,72",0415BR,294,1844,6.272108843537415
25722,2019-01-11,2019-11-30,"199,93",0415BR,323,1772,5.486068111455109
25723,2019-01-12,2019-12-31,"207,87",0415BR,353,1848,5.235127478753541
25724,2020-01-01,2020-01-31,"247,11",0415BR,30,1866,62.2
25725,2020-01-02,2020-02-29,"214,85",0415BR,58,1664,28.689655172413794
25726,2020-01-03,2020-03-31,"259,31",0415BR,88,2048,23.272727272727273
25727,2020-01-04,2020-04-30,"287,88",0415BR,117,2295,19.615384615384617
25728,2020-01-05,2020-05-31,"314,54",0415BR,147,2514,17.102040816326532
25729,2020-01-06,2020-06-30,"311,25",0415BR,176,2487,14.130681818181818
25730,2020-01-07,2020-07-31,"336,56",0415BR,206,2695,13.08252427184466
25731,2020-01-08,2020-08-31,"342,16",0415BR,236,2741,11.614406779661017
25732,2020-01-09,2020-09-30,"326,83",0415BR,265,2615,9.867924528301886
25733,2020-01-10,2020-10-31,"334,01",0415BR,295,2674,9.064406779661017
25734,2020-01-11,2020-11-30,"316,48",0415BR,324,2530,7.808641975308642
